(0.0, 0.0)
(0.5187531988206177, 0.04791165708249712)
(0.5187531988206177, 0.04791165708249712)
(1.689939541977469, 0.16603606376593866)
(2.682874662416291, 0.2501146830583748)
(2.682874662416291, 0.2501146830583748)
(3.6247035139364434, 0.3347086506278499)
(3.6247035139364434, 0.3347086506278499)
(4.33292108813119, 0.4253406943714927)
(4.33292108813119, 0.4253406943714927)
(4.824471405135323, 0.4764594162996708)
(5.0991007131095785, 0.5147739185180604)
(5.0991007131095785, 0.5147739185180604)
(5.0991007131095785, 0.5147739185180604)
(5.344860073696257, 0.5423866610975967)
(5.461568472882088, 0.5529068762553919)
(5.544660394296117, 0.5917730768270156)
(5.544660394296117, 0.5917730768270156)
(5.6084434102012635, 0.6169617061312638)
(5.6084434102012635, 0.6169617061312638)
(5.648979758678604, 0.6749118092101146)
(5.648979758678604, 0.6749118092101146)
(5.680090782489917, 0.6827048856899398)
(5.695093864234855, 0.6942139606061719)
(5.647759981156094, 0.7495251125403755)
(5.581063042080072, 0.7937011050916415)
(5.582633489753313, 0.7604500313530872)
(5.547468509373373, 0.7096630541790826)
(5.472665999480005, 0.7380282531674996)
(5.464415421296975, 0.6844367788570801)
(5.382863070337843, 0.6560212385424739)
(5.262698191767786, 0.6557773028682558)
(5.195030804966191, 0.6424796400792783)
(5.120952757860186, 0.6726863104843495)
(5.092915249378408, 0.6453508753401421)
(5.053407726619409, 0.6123404959241638)
(4.981935175583301, 0.6482803686060598)
(4.978876635831723, 0.6061672834266624)
(4.920064030526169, 0.6002389302981481)
(4.853286796376004, 0.6442934533264816)
(4.75400785614126, 0.6320602678596798)
(4.783078288875656, 0.6046099960732353)
(4.750059092861929, 0.5903007486159579)
(4.698438005600224, 0.5817683598764487)
(4.64614847770603, 0.6423142538132162)
(4.596772811049867, 0.7052590196183213)
(4.493789010970451, 0.7484420156956537)
(4.44965038481953, 0.7770770233720495)
(4.440439960199905, 0.8508881931337515)
(4.411708694332324, 0.9255508636033134)
(4.42165495517086, 0.9394142908116422)
(4.402591293942032, 0.9840982485340882)
(4.3989044234340415, 1.0640132470378567)
(4.372621624051681, 1.0819638010634067)
(4.387323498700326, 1.1606012913706103)
(4.323227140134878, 1.158626187039512)
(4.3406167799617235, 1.2367133205935912)
(4.289561733658242, 1.2688025239703058)
(4.270307249636662, 1.346996064682365)
(4.282864955797694, 1.4260043175169468)
(4.267810235603178, 1.5023465892524257)
(4.248875450279899, 1.5886843434451456)
(4.238680021447337, 1.6680320165737268)
(4.191545232754669, 1.786861820170696)
(4.163326674177476, 1.8617197719983112)
(4.113361175719268, 1.9216901720509028)
(4.069427012954272, 1.9885466552229845)
(4.026454254614914, 2.0228370553905815)
(3.983890211542041, 2.046907768783206)
(3.928275465419406, 2.1044142902717713)
(3.865918137510524, 2.154529793422635)
(3.8074477648280864, 2.1350104495684814)
(3.712205619160253, 2.124285213149892)
(3.662773057733766, 2.1365356090662555)
(3.5909627778317166, 2.1717958373750643)
(3.5547793142801054, 2.1929905958857)
(3.481579399132598, 2.2252670954232543)
(3.4318724299297654, 2.2341740607334364)
(3.352683625931521, 2.2525536441403746)
(3.2783587843131503, 2.282147865170909)
(3.2034151302873752, 2.3101380191766467)
(3.1542095148242764, 2.2982686787174718)
(3.0726526772266585, 2.284042728959548)
(2.976416840744424, 2.293191011393858)
(2.8792530188702483, 2.3031178647766186)
(2.8019461787962543, 2.323700684743133)
(2.723465292075746, 2.305021876899905)
(2.6449826596446697, 2.32052917862163)
(2.5661148305409833, 2.333940574241466)
(2.535935494758742, 2.3050010436170854)
(2.454305288379277, 2.280911954448562)
(2.376111206366728, 2.2978141891592365)
(2.298780850900423, 2.2584060399100845)
(2.2156605080035794, 2.25627504240046)
(2.1392554012357743, 2.2799870574940853)
(2.063693294312944, 2.3062619123439747)
(2.0141116869387425, 2.2896991518853658)
(1.9629892265659066, 2.3095362960171957)
(1.8967021547377625, 2.354324956506771)
(1.8472117437520832, 2.3464618840275397)
(1.7749051925226937, 2.3529456636344266)
(1.7082766527385311, 2.369014984411317)
(1.6544628895751923, 2.42821024515236)
(1.5831514477186395, 2.438611042302622)
(1.5280290880650118, 2.486669386854832)
(1.4448925469437288, 2.502585260257837)
(1.3835607619934678, 2.5539507365509166)
(1.2962928274517072, 2.5233993092738087)
(1.2170082158192865, 2.5340740625869413)
(1.1256886208587829, 2.4980372925440073)
(1.045781847463502, 2.5018983242138115)
(0.9657821891462214, 2.5021321384956225)
(0.9332140642750875, 2.4025848482365193)
(0.8325455729633456, 2.330803736315348)
(0.7225037841461912, 2.264279383797213)
(0.7225037841461912, 2.264279383797213)
(0.6585688132112102, 2.1483591188375475)
(0.6585688132112102, 2.1483591188375475)
(0.6162925607375387, 2.099370611150512)
(0.6949936167717861, 2.085012903147691)
(0.7115372407316454, 2.043939901329532)
(0.726392097250633, 2.013726285656753)
(0.8056213831390707, 2.0002695141456717)
(0.8778835043793729, 1.97483291322796)
(0.9455163176021955, 1.9321035020973722)
(1.0101721209168337, 1.9056012963225062)
(1.0797320222483902, 1.8614251365125534)
(1.160054918337249, 1.8232572356852725)
(1.230505792553049, 1.7853537487450244)
(1.288709000769283, 1.757728576407843)
(1.3638366074432131, 1.730235982578827)
(1.3490853983808413, 1.7514226295409863)
(1.3490853983808413, 1.7514226295409863)
(1.3870142005770667, 1.7689734236414458)
(1.3753080034213525, 1.8017075181231166)
(1.3685492941395512, 1.817797855973152)
(1.320830522505592, 1.832728322601696)
(1.2725403421651862, 1.8456920598209965)
(1.2932636909287223, 1.8435381137041822)
(1.2604981933957553, 1.8700014782213543)
(1.213299206483858, 1.8779206959494021)
(1.1643231136147043, 1.8879875885817907)
(1.1284702185409194, 1.8821173100065567)
(1.0792443053563188, 1.8908814112806274)
(1.0421776955004525, 1.8809065041073247)
(0.9927622448403791, 1.888529707899816)
(0.9487905691601327, 1.8842441451975378)
(0.9012677012501978, 1.8712599541502029)
(0.84736786552824, 1.870465800971481)
(0.7981695919188363, 1.8793837533067568)
(0.7465601183178124, 1.8674937802672507)
(0.6972789784610096, 1.8759418128437884)
(0.6689449600634058, 1.8711358195532677)
(0.619795547976362, 1.8803192443772623)
(0.576289749233873, 1.8789237874864704)
(0.5268250228655944, 1.8862204199502395)
(0.47364575445649026, 1.8607247211405884)
(0.4324365874158156, 1.8811105513255666)
(0.38143375379425465, 1.8950314876325)
(0.32632726034508247, 1.9016122636058965)
(0.2885091350716612, 1.9343198988124324)
(0.23324637077644136, 1.925246413951059)
(0.16185736093017677, 1.9190180624831525)
(0.12240419939911304, 1.9497336618620316)
(0.09293877421141794, 1.97019573351707)
(0.024009212213252834, 1.977835894535401)
(-0.011569017763636884, 2.0075428547131513)
(-0.04236848022235972, 2.0469305826528754)
(-0.12769455528554532, 2.04582222618084)
(-0.1698665234195094, 2.0517067654085417)
(-0.19896284382395657, 2.0923688378953416)
(-0.2281912288120995, 2.086449015998797)
(-0.2602197923663267, 2.1248439520796505)
(-0.32923816238761944, 2.088381060833889)
(-0.40081204566715267, 2.021853169156343)
(-0.40081204566715267, 2.021853169156343)
(-0.42265424256510625, 1.95289162152239)
(-0.3764126377185309, 1.9338728418240712)
(-0.4126807409323766, 1.8828638974509841)
(-0.23439305263049356, 1.8900899295362308)
(-0.23439305263049356, 1.8900899295362308)
(0.025153791888124638, 1.8386667538304846)
(0.28075151522984465, 1.729757732943807)
(0.4895990708254422, 1.6573178153716552)
(0.4895990708254422, 1.6573178153716552)
(0.6639794130640768, 1.5931402195779134)
(0.6639794130640768, 1.5931402195779134)
(0.7752134155858972, 1.5424926382667725)
(0.8455555148710108, 1.5175045360009394)
(0.8924572944424465, 1.4933409652462764)
(0.9749822288616746, 1.5287432807744825)
(1.0294593666754936, 1.5972405760970936)
(0.9508428047010552, 1.6120539546219026)
(0.9032340274152804, 1.696729885901951)
(0.8279051710947969, 1.723666170082364)
(0.8229613902134483, 1.7788240656647156)
(0.7641210516007594, 1.8160511390046958)
(0.7003249308902821, 1.847475537903612)
(0.6421766473209002, 1.9024189371243987)
(0.6364214471514593, 1.9355981841074366)
(0.6008711949392959, 1.9790262971566044)
(0.5336027293178124, 2.002912346160893)
(0.45867549756778614, 2.0309464315263526)
(0.39406317586384404, 2.0382621080698513)
(0.32722293409684666, 2.051453089580846)
(0.2384967047803655, 2.0517833421194887)
(0.1591998080280692, 2.0540892703962434)
(0.08252366502072157, 2.07690963615836)
(-0.00632499527632982, 2.0446431693876397)
(-0.08224304891328883, 2.0698711128626006)
(-0.16633122713244003, 2.028132913307487)
(-0.2528208110068414, 2.0337294789144584)
(-0.3322315510950579, 2.0434214528435257)
(-0.41212724212105173, 2.039337514122275)
(-0.6035448896433238, 1.9222702617811436)
(-0.6783772740367966, 1.8939839710029673)
(-1.1592627190182532, 1.553582476776809)
(-1.008320196200624, 1.5984527647859221)
(-1.07562393092471, 1.5552068714295597)
(-0.9747057538782751, 1.6025658246086314)
(-1.0418775889430008, 1.559115340445192)
(-1.1110095962556503, 1.5397041548129613)
(-1.2380644448402063, 1.4874686159790986)
(-1.2934848420244158, 1.4297747724952012)
(-1.2437696692306575, 1.4570011257071718)
(-1.2784846800296148, 1.384925692824474)
(-1.330336774266732, 1.2797740484906726)
(-1.3498605697192714, 1.2021929850078392)
(-1.3909629115596551, 1.1757997514114875)
(-1.3474439818167643, 1.0857365447264784)
(-1.3515492432081946, 1.005841946480364)
(-1.3539503165017819, 0.9025433110683964)
(-1.3539503980710068, 0.8225433110684379)
(-1.3713428459797314, 0.7462644692007983)
(-1.3881324852832182, 0.6486718619746328)
(-1.378770218757476, 0.5692215758486473)
(-1.4140940488800104, 0.4463513101252194)
(-1.4804721106960241, 0.28434137029767825)
(-1.455724578054825, 0.20826535812450514)
(-1.4569855598591734, 0.14333545891988766)
(-1.421208545176928, 0.07178124716106526)
(-1.2915395768288012, 0.11254162123504904)
